Sample	Custom content: Biotype Counts_mqc-generalstats-custom_content_biotype_counts-percent_rRNA	RSeQC_mqc-generalstats-rseqc-proper_pairs_percent	Samtools: stats_mqc-generalstats-samtools_stats-error_rate	Samtools: stats_mqc-generalstats-samtools_stats-non_primary_alignments	Samtools: stats_mqc-generalstats-samtools_stats-reads_mapped	Samtools: stats_mqc-generalstats-samtools_stats-reads_mapped_percent	Samtools: stats_mqc-generalstats-samtools_stats-reads_properly_paired_percent	Samtools: stats_mqc-generalstats-samtools_stats-reads_MQ0_percent	Samtools: stats_mqc-generalstats-samtools_stats-raw_total_sequences	Samtools: flagstat_mqc-generalstats-samtools_flagstat-flagstat_total	Samtools: flagstat_mqc-generalstats-samtools_flagstat-mapped_passed	Samtools: flagstat_mqc-generalstats-samtools_flagstat-mapped_passed_pct	STAR_mqc-generalstats-star-uniquely_mapped_percent	STAR_mqc-generalstats-star-uniquely_mapped	UMI Tools Dedup_mqc-generalstats-umi_tools_dedup-dedup_output_reads	UMI Tools Dedup_mqc-generalstats-umi_tools_dedup-dedup_percent_passing	SortMeRNA_mqc-generalstats-sortmerna-rRNA_pct	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_duplicates	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_gc	FastQC (raw)_mqc-generalstats-fastqc_raw-avg_sequence_length	FastQC (raw)_mqc-generalstats-fastqc_raw-median_sequence_length	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_fails	FastQC (raw)_mqc-generalstats-fastqc_raw-total_sequences	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_duplicates	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_gc	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-avg_sequence_length	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-median_sequence_length	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_fails	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-total_sequences
A-2024-0142_A20_S5_1																		34.225338569169494	49.0	150.0	150	18.181818181818183	43650493.0	2.6601391065222533	51.01343161248851	49.0	142.05165105297505	145	18.181818181818183	43171298.0
A-2024-0142_A20_S5_2																	1.7198104629608313	34.976720598377625	50.0	150.0	150	18.181818181818183	43650493.0	2.7865147222806934	51.866087209164164	50.0	141.9099344893452	145	18.181818181818183	43171298.0
A-2024-0142_A22_S6	0.00011303041587628699	92.81387425575048	0.003187304	4483057.0	104523900.0	100.0	100.0	0.19202880872221567	104523900.0	109006957	109006957	100.0	95.04	78138794.0	54793882	64.63														
A-2024-0142_A22_S6_1																		44.15333374065005	49.0	150.0	150	18.181818181818183	84850533.0	2.3054590228272547	60.3104238023176	49.0	142.26240669138696	145	18.181818181818183	84104776.0
A-2024-0142_A22_S6_2																	1.6259522526996564	44.813301194382696	50.0	150.0	150	18.181818181818183	84850533.0	2.4307439042494754	61.0988215090779	50.0	142.12501557580987	145	18.181818181818183	84104776.0
A-2024-0142_A24_S7	2.2894982637818866e-05	93.00120102653098	0.002967187	4118476.0	98100748.0	100.0	100.0	0.18389869973264628	98100748.0	102219224	102219224	100.0	94.94	69467269.0	51370393	68.31														
A-2024-0142_A24_S7_1																		43.57109343918278	49.0	150.0	150	18.181818181818183	75136762.0	2.2767376713907916	61.507341649839944	49.0	142.0352146202092	145	18.181818181818183	74631928.0
A-2024-0142_A24_S7_2																	1.4264746048098877	42.39536905376756	50.0	150.0	150	18.181818181818183	75136762.0	2.3872427224886543	60.04755695524717	50.0	141.91160649099137	145	18.181818181818183	74631928.0
A-2024-0142_B11_S9	2.5217003119127138e-05	93.57139311720452	0.002922002	2409042.0	62664808.0	100.0	100.0	0.18065482623037799	62664808.0	65073850	65073850	100.0	95.58	37544850.0	32684820	80.87														
A-2024-0142_B11_S9_1																		28.84808722196469	49.0	150.0	150	18.181818181818183	40751690.0	1.9415893739833139	47.64261797998361	49.0	142.61390979519058	145	9.090909090909092	40447799.0
A-2024-0142_B11_S9_2																	2.1939722851174177	29.26775669485332	50.0	150.0	150	18.181818181818183	40751690.0	2.080305178119924	47.88767755121385	50.0	142.45186859240474	145	9.090909090909092	40447799.0
A-2024-0142_B13_S10	6.580390567716019e-05	93.35142116253347	0.002779929	3000559.0	75517800.0	100.0	100.0	0.18145258468864295	75517800.0	78518359	78518359	100.0	95.5	45783538.0	39443328	79.84														
A-2024-0142_B13_S10_1																		32.13717622277319	49.0	150.0	150	18.181818181818183	50002775.0	2.2175982198505224	51.63547839870388	48.0	142.52210380484476	145	18.181818181818183	49516475.0
A-2024-0142_B13_S10_2																	2.4682633406356165	32.4988235449359	50.0	150.0	150	18.181818181818183	50002775.0	2.3738643608727994	51.26689703530172	50.0	142.33861760151547	145	18.181818181818183	49516475.0
A-2024-0142_B15_S11	1.5037358248932713e-05	93.35600238934748	0.003161209	2376585.0	60020367.0	100.0	100.0	0.17824782710842138	60020367.0	62396952	62396952	100.0	95.36	40615090.0	31345768	71.55														
A-2024-0142_B15_S11_1																		36.8023269362616	49.0	150.0	150	18.181818181818183	44900225.0	3.7647499078464417	52.44754257179333	49.0	142.13358405176945	145	18.181818181818183	43845466.0
A-2024-0142_B15_S11_2																	2.0435214441557084	36.7041962361618	51.0	150.0	150	18.181818181818183	44900225.0	3.9576209327420426	52.011096264856185	50.0	141.90586091615492	145	18.181818181818183	43845466.0
A-2024-0142_B17_S12	3.48015220160914e-05	93.16398798608199	0.002960647	2945386.0	71647432.0	100.0	100.0	0.18615461332933747	71647432.0	74592818	74592818	100.0	95.11	41834391.0	37479710	82.85														
A-2024-0142_B17_S12_1																		29.65189537560346	49.0	150.0	150	18.181818181818183	45880096.0	3.1514776375298807	48.86135058144134	49.0	141.85506379858788	145	9.090909090909092	45200060.0
A-2024-0142_B17_S12_2																	2.019407717600375	29.70955589079503	50.0	150.0	150	18.181818181818183	45880096.0	3.304261327102535	48.514630943586745	50.0	141.68011498214824	145	9.090909090909092	45200060.0
A-2024-0142_B19_S13	0.0005739390585466171	91.95985823223415	0.003094057	3872806.0	74654777.0	100.0	100.0	0.3446209476990334	74654777.0	78527583	78527583	100.0	95.1	50420746.0	39465244	71.58														
A-2024-0142_B19_S13_1																		44.667725115963876	51.0	150.0	150	18.181818181818183	63662023.0	3.502217608306831	59.88412309398704	51.0	141.95620138962016	145	18.181818181818183	62428282.0
A-2024-0142_B19_S13_2																	14.353190113416863	44.77780688690296	52.0	150.0	150	18.181818181818183	63662023.0	3.712673474701409	59.52701812865457	52.0	141.71524462262153	145	18.181818181818183	62428282.0
A-2024-0142_B1_S8	1.3236357074981105e-05	92.77806437773339	0.002966037	3736302.0	85759331.0	100.0	100.0	0.19271488953196242	85759331.0	89495633	89495633	100.0	94.65	53572683.0	44981469	77.35														
A-2024-0142_B1_S8_1																		35.37887307089474	49.0	150.0	150	18.181818181818183	59464391.0	4.818274241609164	53.12202481123426	49.0	140.98126214639936	145	18.181818181818183	57907593.0
A-2024-0142_B1_S8_2																	1.6545731748857182	35.715283948362725	50.0	150.0	150	18.181818181818183	59464391.0	4.934227577156798	53.27616750792444	50.0	140.8456826378537	145	18.181818181818183	57907593.0
A-2024-0142_B3_S14	2.4328359168602654e-05	93.06723763052742	0.002957295	2727843.0	65325968.0	100.0	100.0	0.19038370774697133	65325968.0	68053811	68053811	100.0	95.27	38231530.0	34201470	82.6														
A-2024-0142_B3_S14_1																		27.72034465373366	49.0	150.0	150	18.181818181818183	41476236.0	2.339370329122174	46.31174112693222	49.0	142.22442273712434	145	9.090909090909092	41108611.0
A-2024-0142_B3_S14_2																	1.64406308936101	28.44804926497946	50.0	150.0	150	18.181818181818183	41476236.0	2.4806810936932324	46.69549932573942	50.0	142.06332709708923	145	9.090909090909092	41108611.0
A-2024-0142_B5_S15	1.7668735243661284e-05	93.27058673637416	0.003009954	3016008.0	76036991.0	100.0	100.0	0.16293911472640993	76036991.0	79052999	79052999	100.0	95.51	48782456.0	39734009	75.34														
A-2024-0142_B5_S15_1																		34.85217513836642	49.0	150.0	150	18.181818181818183	52968814.0	2.11819122930295	53.291451779699415	49.0	142.78816264223065	145	18.181818181818183	52402995.0
A-2024-0142_B5_S15_2																	1.7951922404435092	35.11384469735208	51.0	150.0	150	18.181818181818183	52968814.0	2.286103915852227	53.34432729940908	50.0	142.5900965011637	145	18.181818181818183	52402995.0
A-2024-0142_B7_S16	0.00029921079867827646	92.86355389884248	0.002977863	2677665.0	61606517.0	100.0	100.0	0.2078757349648577	61606517.0	64284182	64284182	100.0	95.2	38250620.0	32300437	77.89														
A-2024-0142_B7_S16_1																		34.04505055017893	50.0	150.0	150	18.181818181818183	43187843.0	2.4905432379391486	51.849334012616694	49.0	142.1092534003255	145	18.181818181818183	42773552.0
A-2024-0142_B7_S16_2																	5.360234053042872	34.20162656278521	51.0	150.0	150	18.181818181818183	43187843.0	2.6361273903415126	51.482745790917505	51.0	141.94501335778708	145	18.181818181818183	42773552.0
A-2024-0142_B9_S17	0.00016153572200956518	93.4010667717051	0.002998569	1835416.0	46913721.0	100.0	100.0	0.16057775506658276	46913721.0	48749137	48749137	100.0	95.43	29245281.0	24488863	77.66														
A-2024-0142_B9_S17_1																		30.973264697353898	49.0	150.0	150	18.181818181818183	32097709.0	2.8785543326579734	47.81974299388649	49.0	142.39699056724402	145	9.090909090909092	31587481.0
A-2024-0142_B9_S17_2																	2.231678429818446	31.329244442388998	51.0	150.0	150	18.181818181818183	32097709.0	3.039511915492699	47.95949766120564	51.0	142.2114253111858	145	9.090909090909092	31587481.0
A-2024-0142_C12_S18	3.143252474211185e-05	92.8651414272949	0.003014281	2785657.0	64913050.0	100.0	100.0	0.18426495134645499	64913050.0	67698707	67698707	100.0	94.91	42455875.0	34016063	73.91														
A-2024-0142_C12_S18_1																		35.60293640393854	49.0	150.0	150	18.181818181818183	46191494.0	2.411234145970834	52.80481504117909	49.0	141.79654276469884	145	18.181818181818183	45896500.0
A-2024-0142_C12_S18_2																	1.886966326408332	36.11101390753668	50.0	150.0	150	18.181818181818183	46191494.0	2.524394209895008	53.29021776413721	50.0	141.67275951325266	145	18.181818181818183	45896500.0
A-2024-0142_C14_S19	1.671148477991079e-05	93.22372184029017	0.003108326	2178729.0	53906144.0	100.0	100.0	0.17456637224877372	53906144.0	56084873	56084873	100.0	95.44	40133564.0	28174984	65.04														
A-2024-0142_C14_S19_1																		40.813770448374974	49.0	150.0	150	18.181818181818183	43392629.0	1.8836254742553245	55.423399079613944	49.0	142.6026649345047	145	18.181818181818183	43099896.0
A-2024-0142_C14_S19_2																	1.765525141870412	41.279754583627906	50.0	150.0	150	18.181818181818183	43392629.0	2.0251926928053563	55.97442007045763	50.0	142.43465374023177	145	18.181818181818183	43099896.0
A-2024-0142_C16_S20	3.0995336503660335e-05	92.29807760763799	0.003090028	3476856.0	73832648.0	100.0	100.0	0.2070764142171902	73832648.0	77309504	77309504	100.0	93.92	52333770.0	38839241	68.14														
A-2024-0142_C16_S20_1																		40.50485341136344	49.0	150.0	150	27.27272727272727	57575368.0	4.237547437012444	56.34510584301197	49.0	139.60683089749472	145	18.181818181818183	57020882.0
A-2024-0142_C16_S20_2																	1.7362104290144091	41.18193691196604	50.0	150.0	150	27.27272727272727	57575368.0	4.330517546658327	56.880046978444945	50.0	139.50944283885332	145	18.181818181818183	57020882.0
A-2024-0142_C18_S21	4.918405532778034e-05	92.68924285376433	0.003031919	3462961.0	78335174.0	100.0	100.0	0.1911491254235294	78335174.0	81798135	81798135	100.0	94.41	51379890.0	41098412	73.66														
A-2024-0142_C18_S21_1																		36.65375076029227	49.0	150.0	150	18.181818181818183	56347282.0	3.144741152762686	54.411726177264974	49.0	140.97596024413053	145	18.181818181818183	55890917.0
A-2024-0142_C18_S21_2																	2.079679601606823	36.933070084696894	50.0	150.0	150	18.181818181818183	56347282.0	3.2560657158840116	54.67335057954972	50.0	140.85469238230604	145	18.181818181818183	55890917.0
A-2024-0142_C20_S22	0.00013382618377685645	93.12203757760494	0.003032818	1886421.0	45688032.0	100.0	100.0	0.17628905530446137	45688032.0	47574453	47574453	100.0	95.1	31115699.0	23897448	71.09														
A-2024-0142_C20_S22_1																		36.03977228478	49.0	150.0	150	18.181818181818183	34126782.0	3.2598809204231847	50.77130513016899	49.0	142.05192657383466	145	18.181818181818183	33533986.0
A-2024-0142_C20_S22_2																	1.776624466891589	36.656491941766134	50.0	150.0	150	18.181818181818183	34126782.0	3.369307061714957	51.43954316724087	50.0	141.93189989403587	145	18.181818181818183	33533986.0
A-2024-0142_C22_S23	1.215118898169067e-05	93.09377512663013	0.003019274	2365264.0	56669463.0	100.0	100.0	0.18791602101470417	56669463.0	59034727	59034727	100.0	95.22	36539487.0	29657544	75.06														
A-2024-0142_C22_S23_1																		32.73585491055984	49.0	150.0	150	18.181818181818183	39539108.0	1.958168431706863	49.67505760077238	49.0	142.34790166840597	145	9.090909090909092	39312614.0
A-2024-0142_C22_S23_2																	1.698145791068485	33.07348194270233	50.0	150.0	150	18.181818181818183	39539108.0	2.089133885995293	49.69697688169874	50.0	142.2052230360464	145	9.090909090909092	39312614.0
A-2024-0142_C24_S24	2.6869586680933973e-05	92.77529943703449	0.003146845	2965925.0	67784592.0	100.0	100.0	0.19975040935556565	67784592.0	70750517	70750517	100.0	94.88	53838336.0	35543781	60.89														
A-2024-0142_C24_S24_1																		45.90689244617312	49.0	150.0	150	18.181818181818183	58702384.0	2.8485751517995093	60.224130508022206	49.0	141.91229061436167	145	18.181818181818183	57999859.0
A-2024-0142_C24_S24_2																	1.5520451523856291	45.68725311886378	50.0	150.0	150	18.181818181818183	58702384.0	2.990566118910182	59.6963539842083	50.0	141.74865888898108	145	18.181818181818183	57999859.0
A-2024-0142_D13_S26	2.3688381907883262e-05	93.31017365784827	0.003030632	2636280.0	66350294.0	100.0	100.0	0.17333005336796248	66350294.0	68986574	68986574	100.0	95.41	42330624.0	34667378	75.83														
A-2024-0142_D13_S26_1																		34.19451842330743	49.0	150.0	150	18.181818181818183	46176965.0	2.757300954169951	51.55569615470938	49.0	142.42050192585614	145	18.181818181818183	45493014.0
A-2024-0142_D13_S26_2																	1.7445755517539463	34.38487218897674	50.0	150.0	150	18.181818181818183	46176965.0	2.9144848481832057	51.74764471057527	50.0	142.24104555921488	145	18.181818181818183	45493014.0
A-2024-0142_D15_S27	1.1858029270240871e-05	93.34942954598769	0.002934274	2988960.0	75704500.0	100.0	100.0	0.17250625788427373	75704500.0	78693460	78693460	100.0	95.48	46035402.0	39545764	79.56														
A-2024-0142_D15_S27_1																		31.78936855604357	49.0	150.0	150	18.181818181818183	50159954.0	2.3633146432531307	51.17291622360707	49.0	142.49540097814707	145	18.181818181818183	49601743.0
A-2024-0142_D15_S27_2																	2.119348910783236	32.09948748971411	50.0	150.0	150	18.181818181818183	50159954.0	2.5042497392269922	51.2475866714118	50.0	142.33539752826832	145	18.181818181818183	49601743.0
A-2024-0142_D17_S28	2.678979767962081e-05	93.49211035089452	0.003121934	2236996.0	58333315.0	100.0	100.0	0.1639234800902366	58333315.0	60570311	60570311	100.0	95.54	38161067.0	30431569	73.98														
A-2024-0142_D17_S28_1																		35.34634233980867	49.0	150.0	150	18.181818181818183	42347817.0	3.878696224908936	51.41270575766666	48.0	142.5770979431071	145	18.181818181818183	41164224.0
A-2024-0142_D17_S28_2																	2.142973714262171	35.200386394941646	51.0	150.0	150	18.181818181818183	42347817.0	4.069554965856144	51.02093187756991	50.0	142.3514310873442	145	18.181818181818183	41164224.0
A-2024-0142_D19_S29	1.52794817370925e-05	93.38248156793357	0.003045999	2871981.0	73220274.0	100.0	100.0	0.17355575588258518	73220274.0	76092255	76092255	100.0	95.53	49444440.0	38237322	71.69														
A-2024-0142_D19_S29_1																		38.62449493836938	49.0	150.0	150	18.181818181818183	54174397.0	3.116483031006644	55.66602192923499	49.0	142.6066376432346	145	18.181818181818183	53089747.0
A-2024-0142_D19_S29_2																	1.8265551350244709	37.86480304476796	50.0	150.0	150	18.181818181818183	54174397.0	3.2789124633402262	54.23316235077122	50.0	142.42235283208262	145	18.181818181818183	53089747.0
A-2024-0142_D1_S25	3.6376676851125724e-05	93.06088405591473	0.002849667	3099365.0	74738879.0	100.0	100.0	0.1756181009886434	74738879.0	77838244	77838244	100.0	95.03	44642102.0	39116459	80.94														
A-2024-0142_D1_S25_1																		30.875398945394465	49.0	150.0	150	18.181818181818183	48491183.0	2.5804841889397245	50.5983921387957	49.0	141.8423853224901	145	18.181818181818183	48078346.0
A-2024-0142_D1_S25_2																	1.6467767006793452	31.174792273988473	50.0	150.0	150	18.181818181818183	48491183.0	2.728199901612117	50.61907170696306	50.0	141.66536034746287	145	18.181818181818183	48078346.0
A-2024-0142_D3_S30	3.4848127215179284e-05	93.47738870732387	0.003101965	2195731.0	57159500.0	100.0	100.0	0.16515889747111154	57159500.0	59355231	59355231	100.0	95.58	42102368.0	29823194	65.76														
A-2024-0142_D3_S30_1																		41.267746181986965	49.0	150.0	150	18.181818181818183	46403940.0	3.3514641213655563	56.17192576048281	49.0	142.4704366677781	145	18.181818181818183	45407060.0
A-2024-0142_D3_S30_2																	2.244652043096382	41.30686663274542	51.0	150.0	150	18.181818181818183	46403940.0	3.5133098909125033	55.93345873698319	51.0	142.28163210743	145	18.181818181818183	45407060.0
A-2024-0142_D5_S31	3.071255481807128e-05	93.66273390372525	0.003116048	2398944.0	64769610.0	100.0	100.0	0.15856201697061323	64769610.0	67168554	67168554	100.0	95.79	45329176.0	33752504	69.16														
A-2024-0142_D5_S31_1																		38.55901339346368	49.0	150.0	150	18.181818181818183	49463744.0	2.6307229712778493	54.93879562770261	49.0	142.9347543165037	145	18.181818181818183	48611507.0
A-2024-0142_D5_S31_2																	1.8724013225922	38.49623212265214	51.0	150.0	150	18.181818181818183	49463744.0	2.822487322124819	54.671884717843156	51.0	142.70481484970216	145	18.181818181818183	48611507.0
A-2024-0142_D7_S32	5.503795850059303e-05	93.43019527761327	0.003046293	2194871.0	56397662.0	100.0	100.0	0.16663102098097612	56397662.0	58592533	58592533	100.0	95.52	37953704.0	29438745	71.96														
A-2024-0142_D7_S32_1																		36.2688324767558	49.0	150.0	150	18.181818181818183	41852051.0	2.617966832242232	52.88287743369293	49.0	142.50060758037387	145	18.181818181818183	41270260.0
A-2024-0142_D7_S32_2																	2.9637637368894696	36.254443175854355	51.0	150.0	150	18.181818181818183	41852051.0	2.7954624881033823	52.58575064206207	51.0	142.2911541143671	145	18.181818181818183	41270260.0
A-2024-0142_D9_S33	9.67813016666979e-05	93.41823889614821	0.003009827	2224483.0	57501796.0	100.0	100.0	0.15769594396668932	57501796.0	59726279	59726279	100.0	95.65	37757893.0	30015129	73.68														
A-2024-0142_D9_S33_1																		35.090975168953605	49.0	150.0	150	18.181818181818183	41167514.0	2.3181089693265386	51.896732923623986	49.0	142.85764693515517	145	18.181818181818183	40620980.0
A-2024-0142_D9_S33_2																	2.0951624013010024	35.15637597441305	51.0	150.0	150	18.181818181818183	41167514.0	2.4691852733770814	51.94422381838574	50.0	142.6787543038105	145	18.181818181818183	40620980.0
A-2024-0142_E12_S34	4.2050383718511927e-05	92.74563516830895	0.003040849	2860640.0	64922386.0	100.0	100.0	0.19622969494682468	64922386.0	67783026	67783026	100.0	94.68	42190084.0	34058682	74.38														
A-2024-0142_E12_S34_1																		34.68862549244176	49.0	150.0	150	18.181818181818183	46010694.0	2.959937126340897	51.607071732304355	49.0	141.4842902392097	145	18.181818181818183	45554672.0
A-2024-0142_E12_S34_2																	1.5832305849990533	34.9519967344189	50.0	150.0	150	18.181818181818183	46010694.0	3.0838114017280565	51.90411826456423	50.0	141.34221245188638	145	18.181818181818183	45554672.0
A-2024-0142_E14_S35	6.832229580951005e-05	92.871149193556	0.003092319	2830047.0	66113239.0	100.0	100.0	0.1809940063593012	66113239.0	68943286	68943286	100.0	94.8	48664663.0	34630408	65.67														
A-2024-0142_E14_S35_1																		42.12447100320578	49.0	150.0	150	18.181818181818183	52901894.0	2.589239921392398	57.53412587490821	49.0	141.7044418455273	145	18.181818181818183	52501353.0
A-2024-0142_E14_S35_2																	1.6636123644280176	42.304861227346905	50.0	150.0	150	18.181818181818183	52901894.0	2.716108373007955	57.67641655562299	50.0	141.55776617794973	145	18.181818181818183	52501353.0
A-2024-0142_E16_S36	2.805198102213354e-05	92.98984805383772	0.00302058	2701339.0	64349647.0	100.0	100.0	0.18146331090207846	64349647.0	67050986	67050986	100.0	95.15	49357745.0	33683226	63.07														
A-2024-0142_E16_S36_1																		43.53778034209241	49.0	150.0	150	18.181818181818183	53470371.0	2.007644995742047	58.55479666465316	49.0	142.2472506977604	145	18.181818181818183	53181221.0
A-2024-0142_E16_S36_2																	1.8428525738436883	44.194533769406796	50.0	150.0	150	18.181818181818183	53470371.0	2.119951214309594	59.033403057730396	50.0	142.1221892028391	145	18.181818181818183	53181221.0
A-2024-0142_E18_S37	4.862140847468498e-05	92.34554243137815	0.003019277	4883113.0	104276575.0	100.0	100.0	0.21060051118863463	104276575.0	109159688	109159688	100.0	93.95	64638469.0	54860534	77.82														
A-2024-0142_E18_S37_1																		34.402201913066094	49.0	150.0	150	27.27272727272727	70731319.0	3.5689690388243274	53.61566177050111	49.0	140.05376322282976	145	18.181818181818183	70326569.0
A-2024-0142_E18_S37_2																	1.6189585475156623	35.6178183305549	50.0	150.0	150	27.27272727272727	70731319.0	3.6541309719994883	55.10721374089063	50.0	139.96732782456655	145	18.181818181818183	70326569.0
A-2024-0142_E20_S38	3.755882369069377e-05	92.5552691230518	0.003033347	2752936.0	60615493.0	100.0	100.0	0.20049824555580203	60615493.0	63368429	63368429	100.0	94.19	41496606.0	31834680	70.61														
A-2024-0142_E20_S38_1																		37.11862148302437	49.0	150.0	150	27.27272727272727	45373973.0	3.721256434068871	53.5143652366399	49.0	139.96140998275402	145	18.181818181818183	45067303.0
A-2024-0142_E20_S38_2																	1.6668891857140864	37.49589972016513	50.0	150.0	150	27.27272727272727	45373973.0	3.851345275665504	53.62738218364561	50.0	139.81793687543274	145	18.181818181818183	45067303.0
A-2024-0142_E22_S39	6.279612296736799e-05	93.0825130932558	0.003008896	2071852.0	50006295.0	100.0	100.0	0.17260826861898088	50006295.0	52078147	52078147	100.0	94.93	34577953.0	26161546	69.99														
A-2024-0142_E22_S39_1																		37.49550073796015	49.0	150.0	150	18.181818181818183	37620884.0	2.8300542528086443	53.25081794325964	49.0	141.69371620018947	145	18.181818181818183	37239299.0
A-2024-0142_E22_S39_2																	1.5915310328478525	37.37766947258356	50.0	150.0	150	18.181818181818183	37620884.0	2.9462710859909804	52.788499190864805	50.0	141.56858849571793	145	18.181818181818183	37239299.0
A-2024-0142_E24_S40	5.128687663194842e-05	92.76681816439155	0.003017773	2901242.0	66219708.0	100.0	100.0	0.1930754511934725	66219708.0	69120950	69120950	100.0	94.47	45433369.0	34723977	70.45														
A-2024-0142_E24_S40_1																		39.951091358256555	49.0	150.0	150	18.181818181818183	49623672.0	3.216093180356509	56.92599765029654	49.0	141.1897908587004	145	18.181818181818183	49105031.0
A-2024-0142_E24_S40_2																	1.537669327609222	38.859659592629846	50.0	150.0	150	18.181818181818183	49623672.0	3.3230782999332837	55.279699206335806	50.0	141.07034713001198	145	18.181818181818183	49105031.0
A-2024-0142_F11_S42	2.0615676882249952e-05	93.6042616767067	0.003001824	2472174.0	65254221.0	100.0	100.0	0.16772708082746096	65254221.0	67726395	67726395	100.0	95.62	40962378.0	34013529	77.19														
A-2024-0142_F11_S42_1																		32.576413187570694	49.0	150.0	150	18.181818181818183	44717743.0	2.3862023657573914	50.402801527229556	48.0	142.6073196314546	145	18.181818181818183	44172142.0
A-2024-0142_F11_S42_2																	2.3109780367906994	32.71430479441716	50.0	150.0	150	18.181818181818183	44717743.0	2.5390557097135957	50.23660380171747	50.0	142.42823087456344	145	18.181818181818183	44172142.0
A-2024-0142_F15_S43	2.8396643176016875e-05	93.51865896954077	0.003096475	2432111.0	63170038.0	100.0	100.0	0.17861474137470046	63170038.0	65602149	65602149	100.0	95.75	44136423.0	32954694	69.33														
A-2024-0142_F15_S43_1																		38.96825195525491	49.0	150.0	150	18.181818181818183	48598923.0	2.928737727590071	54.82459631337589	49.0	142.8046211399018	145	18.181818181818183	47654649.0
A-2024-0142_F15_S43_2																	2.499752962192629	39.013658097001255	51.0	150.0	150	18.181818181818183	48598923.0	3.1018761323238544	54.60775532103689	50.0	142.59800704858827	145	18.181818181818183	47654649.0
A-2024-0142_F17_S44	0.0002143529246680961	92.7996271021114	0.003019409	3105984.0	70072226.0	100.0	100.0	0.23460507733834515	70072226.0	73178210	73178210	100.0	95.28	43946957.0	36774124	77.12														
A-2024-0142_F17_S44_1																		37.03542882214119	50.0	150.0	150	18.181818181818183	50930413.0	2.7695987383060667	54.581928552657565	49.0	142.2146192622095	145	18.181818181818183	50247652.0
A-2024-0142_F17_S44_2																	7.490542045626331	36.82422011260944	51.0	150.0	150	18.181818181818183	50930413.0	2.9447565696328057	53.88450801006206	51.0	142.01280985228922	145	18.181818181818183	50247652.0
A-2024-0142_F1_S41	1.4848632851107895e-05	93.27801810980665	0.003005792	2448583.0	60889255.0	100.0	100.0	0.1761739407059587	60889255.0	63337838	63337838	100.0	95.24	35119109.0	31825406	83.88														
A-2024-0142_F1_S41_1																		26.803271942929214	49.0	150.0	150	18.181818181818183	38150194.0	2.4011772323196916	46.46545412107715	49.0	142.0997421031295	145	9.090909090909092	37822483.0
A-2024-0142_F1_S41_2																	1.7708726314980432	27.38013022238762	50.0	150.0	150	18.181818181818183	38150194.0	2.536948313941145	46.490629894942394	50.0	141.94711933640104	145	9.090909090909092	37822483.0
A-2024-0142_F3_S45	8.989303537827304e-06	93.15948045312909	0.002899699	3029798.0	74573518.0	100.0	100.0	0.1687676850648242	74573518.0	77603316	77603316	100.0	95.34	42442959.0	39003842	84.89														
A-2024-0142_F3_S45_1																		28.355540669888242	49.0	150.0	150	18.181818181818183	45963027.0	1.9631544884678873	49.01363531951559	49.0	142.50550974950977	145	9.090909090909092	45646449.0
A-2024-0142_F3_S45_2																	1.843301107606421	28.599600238080598	51.0	150.0	150	18.181818181818183	45963027.0	2.12359903972382	48.874484852599196	50.0	142.3131253210956	145	9.090909090909092	45646449.0
A-2024-0142_F5_S46	1.9912702711313602e-05	93.18242595631357	0.002967367	2738843.0	67438950.0	100.0	100.0	0.1713742577546062	67438950.0	70177793	70177793	100.0	95.25	39880704.0	35270514	81.74														
A-2024-0142_F5_S46_1																		30.04787307841174	49.0	150.0	150	18.181818181818183	43517645.0	2.685965198714223	49.223968633896085	49.0	142.21887878285662	145	9.090909090909092	42973014.0
A-2024-0142_F5_S46_2																	1.8458374830306297	30.351968879762964	51.0	150.0	150	18.181818181818183	43517645.0	2.8373686280508785	48.99641047573451	51.0	142.0440659107597	145	9.090909090909092	42973014.0
A-2024-0142_F7_S47	4.7419641945226666e-05	93.30049363790651	0.003239282	2428263.0	61170378.0	100.0	100.0	0.17390770415052853	61170378.0	63598641	63598641	100.0	95.53	42128082.0	31956716	70.22														
A-2024-0142_F7_S47_1																		38.05023726348854	49.0	150.0	150	18.181818181818183	46808476.0	3.599929121000841	53.54092403321809	49.0	142.50776980293725	145	18.181818181818183	45662355.0
A-2024-0142_F7_S47_2																	2.5664182235016133	37.67430341974519	51.0	150.0	150	18.181818181818183	46808476.0	3.8118566831563907	52.87587205623424	50.0	142.25205484912024	145	18.181818181818183	45662355.0
A-2024-0142_F9_S48	2.588614850313901e-05	93.32309052113828	0.003085141	2396232.0	60648954.0	100.0	100.0	0.16797981379860236	60648954.0	63045186	63045186	100.0	95.6	39549804.0	31679652	74.17														
