Sample	Custom content: Biotype Counts_mqc-generalstats-custom_content_biotype_counts-percent_rRNA	RSeQC_mqc-generalstats-rseqc-proper_pairs_percent	Samtools: stats_mqc-generalstats-samtools_stats-error_rate	Samtools: stats_mqc-generalstats-samtools_stats-non_primary_alignments	Samtools: stats_mqc-generalstats-samtools_stats-reads_mapped	Samtools: stats_mqc-generalstats-samtools_stats-reads_mapped_percent	Samtools: stats_mqc-generalstats-samtools_stats-reads_properly_paired_percent	Samtools: stats_mqc-generalstats-samtools_stats-reads_MQ0_percent	Samtools: stats_mqc-generalstats-samtools_stats-raw_total_sequences	Samtools: flagstat_mqc-generalstats-samtools_flagstat-flagstat_total	Samtools: flagstat_mqc-generalstats-samtools_flagstat-mapped_passed	Samtools: flagstat_mqc-generalstats-samtools_flagstat-mapped_passed_pct	STAR_mqc-generalstats-star-uniquely_mapped_percent	STAR_mqc-generalstats-star-uniquely_mapped	UMI Tools Dedup_mqc-generalstats-umi_tools_dedup-dedup_output_reads	UMI Tools Dedup_mqc-generalstats-umi_tools_dedup-dedup_percent_passing	SortMeRNA_mqc-generalstats-sortmerna-rRNA_pct	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_duplicates	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_gc	FastQC (raw)_mqc-generalstats-fastqc_raw-avg_sequence_length	FastQC (raw)_mqc-generalstats-fastqc_raw-median_sequence_length	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_fails	FastQC (raw)_mqc-generalstats-fastqc_raw-total_sequences	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_duplicates	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_gc	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-avg_sequence_length	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-median_sequence_length	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_fails	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-total_sequences
A-2024-0142_F9_S48_1																		34.8342214881275	49.0	150.0	150	18.181818181818183	43247267.0	2.646960885133644	51.46194950282395	49.0	142.80929200750924	145	18.181818181818183	42535889.0
A-2024-0142_F9_S48_2																	1.9762617398216362	35.02120049428248	51.0	150.0	150	18.181818181818183	43247267.0	2.79267112516274	51.30802599259477	50.0	142.64098098431657	145	18.181818181818183	42535889.0
A-2024-0142_G12_S49	5.6245989882944996e-05	92.73426585253286	0.003017635	3355536.0	76645891.0	100.0	100.0	0.1843699618548371	76645891.0	80001427	80001427	100.0	94.65	49307595.0	40189700	75.1														
A-2024-0142_G12_S49_1																		35.68925554684719	49.0	150.0	150	18.181818181818183	53689377.0	2.5741783595997605	53.55454621526372	49.0	141.53748327792715	145	18.181818181818183	53358367.0
A-2024-0142_G12_S49_2																	1.7606863793264138	36.37792453942335	50.0	150.0	150	18.181818181818183	53689377.0	2.6727200262250816	54.17385272298064	50.0	141.43302012972023	145	18.181818181818183	53358367.0
A-2024-0142_G14_S50	3.6547623746599246e-05	92.4186536636333	0.00298219	3770396.0	81342257.0	100.0	100.0	0.20288716601507628	81342257.0	85112653	85112653	100.0	93.87	50379124.0	42755503	77.91														
A-2024-0142_G14_S50_1																		34.14568678201097	49.0	150.0	150	27.27272727272727	55729914.0	3.935953777306051	52.542033175592834	49.0	139.9957855320382	145	18.181818181818183	55213375.0
A-2024-0142_G14_S50_2																	2.268193168774776	34.722630288937324	50.0	150.0	150	27.27272727272727	55729914.0	4.034277050982857	53.26726405274139	50.0	139.890888104558	145	18.181818181818183	55213375.0
A-2024-0142_G16_S51	2.7422200389580346e-05	92.72280297422118	0.003018484	2936334.0	66530591.0	100.0	100.0	0.19720402002741866	66530591.0	69466925	69466925	100.0	94.63	44384222.0	34898708	72.44														
A-2024-0142_G16_S51_1																		36.37165203222472	49.0	150.0	150	18.181818181818183	48228404.0	2.5448890500581216	53.303644714481365	49.0	141.53631078120588	145	18.181818181818183	47946297.0
A-2024-0142_G16_S51_2																	1.6056193036137911	36.787187586451466	50.0	150.0	150	18.181818181818183	48228404.0	2.64354996823177	53.77688351311527	50.0	141.4322161521671	145	18.181818181818183	47946297.0
A-2024-0142_G18_S52	3.907865149160998e-05	92.2476181888456	0.00302424	4201639.0	88311258.0	100.0	100.0	0.21553424139875801	88311258.0	92512897	92512897	100.0	93.64	56348437.0	46487353	75.61														
A-2024-0142_G18_S52_1																		35.419298026285944	49.0	150.0	150	27.27272727272727	62132184.0	4.743746754611049	53.71205679251541	49.0	138.87176276782463	145	18.181818181818183	61536442.0
A-2024-0142_G18_S52_2																	1.6762165092352919	36.432972403619104	50.0	150.0	150	27.27272727272727	62132184.0	4.8530424569745	54.67669342918987	50.0	138.75181995410134	145	18.181818181818183	61536442.0
A-2024-0142_G20_S53	1.781740527086955e-05	92.36252695233772	0.003189043	2448889.0	51736114.0	100.0	100.0	0.21644455167235793	51736114.0	54185003	54185003	100.0	93.72	28961815.0	27215620	86.24														
A-2024-0142_G20_S53_1																		24.7087241472356	49.0	150.0	150	27.27272727272727	31815554.0	4.2247365051004016	43.381303714498095	49.0	139.0368327405902	145	9.090909090909092	31649179.0
A-2024-0142_G20_S53_2																	1.7312076246906751	25.105972800389637	50.0	150.0	150	27.27272727272727	31815554.0	4.353756049310195	43.361943586114606	50.0	138.8989957369826	145	9.090909090909092	31649179.0
A-2024-0142_G22_S54	1.5461143286609242e-05	92.67411327483194	0.003010884	3356969.0	74680260.0	100.0	100.0	0.20924271018874335	74680260.0	78037229	78037229	100.0	94.59	43772515.0	39208722	82.42														
A-2024-0142_G22_S54_1																		28.909358165842818	49.0	150.0	150	18.181818181818183	47536204.0	2.6228731350486694	48.64032130280157	48.0	141.29511687754115	145	9.090909090909092	47301517.0
A-2024-0142_G22_S54_2																	1.5681917770205975	29.006058762354073	50.0	150.0	150	18.181818181818183	47536204.0	2.745118864451768	48.40828425387955	49.0	141.1611719133659	145	9.090909090909092	47301517.0
A-2024-0142_H11_S56	2.8368374948215895e-05	93.24866550813248	0.002875426	2915540.0	71969892.0	100.0	100.0	0.18307655651338203	71969892.0	74885432	74885432	100.0	95.26	43484626.0	37610674	80.09														
A-2024-0142_H11_S56_1																		31.39779332902151	49.0	150.0	150	18.181818181818183	47567416.0	2.714090772296444	50.00676861437477	48.0	142.00372609780513	145	18.181818181818183	47035534.0
A-2024-0142_H11_S56_2																	2.260979964636949	31.674077419460062	50.0	150.0	150	18.181818181818183	47567416.0	2.8525368478403728	50.15423834360534	50.0	141.8421843791547	145	18.181818181818183	47035534.0
A-2024-0142_H13_S57	5.806710589991854e-05	93.04035728485258	0.002970958	2764732.0	65700751.0	100.0	100.0	0.19705863027349568	65700751.0	68465483	68465483	100.0	95.02	41197273.0	34400718	77.19														
A-2024-0142_H13_S57_1																		35.26169939706196	49.0	150.0	150	18.181818181818183	46638123.0	3.0713071808006838	53.175214276225915	49.0	141.54971053636856	145	18.181818181818183	46093528.0
A-2024-0142_H13_S57_2																	5.352196082712523	34.66959232565246	50.0	150.0	150	18.181818181818183	46638123.0	3.1962709547945245	52.20522378561012	50.0	141.41407450954938	145	18.181818181818183	46093528.0
A-2024-0142_H15_S58	8.963689885013787e-05	93.28607789695671	0.003083389	2400121.0	60004833.0	100.0	100.0	0.17585583481250583	60004833.0	62404954	62404954	100.0	95.35	42189507.0	31348299	68.89														
A-2024-0142_H15_S58_1																		39.238723564986245	49.0	150.0	150	18.181818181818183	46187445.0	2.8289917612743105	55.06058634578836	49.0	142.16635385875668	145	18.181818181818183	45555114.0
A-2024-0142_H15_S58_2																	2.186166189815703	39.304692830045326	50.0	150.0	150	18.181818181818183	46187445.0	2.9817653574099166	54.74284122165342	50.0	141.99332601823804	145	18.181818181818183	45555114.0
A-2024-0142_H17_S59	4.897093697317984e-05	93.18331240636888	0.002955931	2639320.0	64393017.0	100.0	100.0	0.18326366040591016	64393017.0	67032337	67032337	100.0	95.11	37707331.0	33678603	82.61														
A-2024-0142_H17_S59_1																		29.646678351749543	49.0	150.0	150	18.181818181818183	41380110.0	3.1777800560670832	48.77508912458666	49.0	141.79853604477756	145	9.090909090909092	40773105.0
A-2024-0142_H17_S59_2																	2.1135047232728534	29.88895003665276	50.0	150.0	150	18.181818181818183	41380110.0	3.3111311457239423	48.51895661316304	50.0	141.64898640905568	145	9.090909090909092	40773105.0
A-2024-0142_H1_S55	3.517509265758953e-05	92.59557988960813	0.002967857	3288936.0	72377138.0	100.0	100.0	0.21267351024573533	72377138.0	75666074	75666074	100.0	94.36	41627613.0	38023839	83.95														
A-2024-0142_H1_S55_1																		28.08706422640182	49.0	150.0	150	27.27272727272727	45843813.0	4.127454127177724	47.157780268538474	49.0	140.26965236391038	145	9.090909090909092	45227180.0
A-2024-0142_H1_S55_2																	1.848955650120127	28.820222192678102	50.0	150.0	150	27.27272727272727	45843813.0	4.250939658065107	47.716724050129024	50.0	140.12867154220095	145	9.090909090909092	45227180.0
A-2024-0142_H3_S60	2.9885370924149058e-05	92.91055486882804	0.003000582	2621261.0	60894147.0	100.0	100.0	0.19899777888341222	60894147.0	63515408	63515408	100.0	95.13	35970303.0	31915728	81.83														
A-2024-0142_H3_S60_1																		29.6581718155568	49.0	150.0	150	18.181818181818183	39766507.0	2.5295501685063417	47.957782056164845	49.0	142.1947772905469	145	9.090909090909092	39340921.0
A-2024-0142_H3_S60_2																	3.17467402453542	29.950416843165243	50.0	150.0	150	18.181818181818183	39766507.0	2.6671459633276227	47.917623363814954	50.0	142.04612507673625	145	9.090909090909092	39340921.0
A-2024-0142_H5_S61	3.931948972739012e-05	92.80431184225387	0.002937162	3019655.0	69144395.0	100.0	100.0	0.1988172721736881	69144395.0	72164050	72164050	100.0	94.92	40349808.0	36270421	82.79														
A-2024-0142_H5_S61_1																		30.13968277482367	49.0	150.0	150	18.181818181818183	44316276.0	2.6349877288487837	49.65974465649439	49.0	141.74048080747235	145	9.090909090909092	43946322.0
A-2024-0142_H5_S61_2																	2.64274675819287	29.848585549963246	50.0	150.0	150	18.181818181818183	44316276.0	2.7516920606683244	48.72961081280709	50.0	141.61144498053784	145	9.090909090909092	43946322.0
A-2024-0142_H7_S62	4.401305198253932e-05	92.89926059393775	0.003019754	2214925.0	51479793.0	100.0	100.0	0.19332245566721684	51479793.0	53694718	53694718	100.0	94.9	29481073.0	26978201	84.39														
A-2024-0142_H7_S62_1																		26.547667606496873	49.0	150.0	150	18.181818181818183	32473959.0	2.9961370501249305	44.89893286179857	49.0	141.36233935833337	145	9.090909090909092	32165145.0
A-2024-0142_H7_S62_2																	2.5859171472723035	27.515992246485936	51.0	150.0	150	18.181818181818183	32473959.0	3.1529275503488807	45.33316940049461	50.0	141.17814970210767	145	9.090909090909092	32165145.0
A-2024-0142_H9_S63	6.229064719082678e-05	92.78738899068605	0.002966353	2855123.0	65472477.0	100.0	100.0	0.19456572568653543	65472477.0	68327600	68327600	100.0	94.91	42009996.0	34336042	75.34														
A-2024-0142_H9_S63_1																		35.07413148871959	49.0	150.0	150	18.181818181818183	46345084.0	3.168994163213841	52.28787435057999	49.0	141.63321595006965	145	18.181818181818183	45727700.0
A-2024-0142_H9_S63_2																	2.583888977578142	35.27315419723658	51.0	150.0	150	18.181818181818183	46345084.0	3.2936560627779143	52.016787037353616	50.0	141.49809419673414	145	18.181818181818183	45727700.0
A-2024-0142_I10_S64	7.446383908321823e-05	92.45965162203655	0.003373083	3936945.0	85985505.0	100.0	100.0	0.19673897362119347	85985505.0	89922450	89922450	100.0	94.18	57388693.0	45169501	72.3														
A-2024-0142_I10_S64_1																		37.897282102040144	49.0	150.0	150	18.181818181818183	62804953.0	2.8955164049583466	55.18019109769246	49.0	140.9130440787119	145	18.181818181818183	62489258.0
A-2024-0142_I10_S64_2																	1.7868327065109335	38.427302043290666	50.0	150.0	150	18.181818181818183	62804953.0	3.0306390885642633	55.36838292423611	50.0	140.7646707054835	145	18.181818181818183	62489258.0
A-2024-0142_I12_S65	2.5292771051426274e-05	92.54769924001289	0.003025528	2855215.0	62786030.0	100.0	100.0	0.19890093385423477	62786030.0	65641245	65641245	100.0	94.37	39803005.0	32968098	76.23														
A-2024-0142_I12_S65_1																		37.4937821712959	50.0	150.0	150	18.181818181818183	47113921.0	3.3381352256872194	54.278347109315625	49.0	140.5745304339063	145	18.181818181818183	46777334.0
A-2024-0142_I12_S65_2																	9.268961330716282	38.005563038009306	51.0	150.0	150	18.181818181818183	47113921.0	3.460732770359478	54.50420793857509	50.0	140.4342304116776	145	18.181818181818183	46777334.0
A-2024-0142_I14_S66	5.137494244722072e-05	92.6917143511137	0.003003872	2953365.0	66645324.0	100.0	100.0	0.19462880846674255	66645324.0	69598689	69598689	100.0	94.59	44003092.0	34964208	73.17														
A-2024-0142_I14_S66_1																		36.120234841931186	49.0	150.0	150	18.181818181818183	47916688.0	2.758909682629956	53.12315965983494	49.0	141.38226743975272	145	18.181818181818183	47581939.0
A-2024-0142_I14_S66_2																	1.6746364623770376	36.585651476519665	50.0	150.0	150	18.181818181818183	47916688.0	2.8674255587545816	53.555285965759836	50.0	141.26117987751613	145	18.181818181818183	47581939.0
A-2024-0142_I16_S67	2.407242912475055e-05	92.69469038249531	0.00297027	3790724.0	85492487.0	100.0	100.0	0.19785832174937196	85492487.0	89283211	89283211	100.0	94.61	53679270.0	44864354	76.94														
A-2024-0142_I16_S67_1																		34.24184276287856	49.0	150.0	150	18.181818181818183	58314020.0	2.578413490650601	53.14270760235936	49.0	141.44347339230205	145	18.181818181818183	57994025.0
A-2024-0142_I16_S67_2																	1.587884269112206	34.79418150539301	50.0	150.0	150	18.181818181818183	58314020.0	2.6745339847237775	53.60183016054488	50.0	141.33991289619922	145	18.181818181818183	57994025.0
A-2024-0142_I18_S68	4.715253194426864e-05	92.45789312942809	0.00300419	4020874.0	87161870.0	100.0	100.0	0.2046789496370374	87161870.0	91182744	91182744	100.0	94.01	56978034.0	45813685	73.91														
A-2024-0142_I18_S68_1																		36.93859795843347	49.0	150.0	150	27.27272727272727	62608201.0	4.30697895532777	54.728253863020335	49.0	139.59019183694858	145	18.181818181818183	61964549.0
A-2024-0142_I18_S68_2																	1.6313650568166	37.45577054535107	50.0	150.0	150	27.27272727272727	62608201.0	4.406089767586574	55.23546702266522	50.0	139.48508079999098	145	18.181818181818183	61964549.0
A-2024-0142_I20_S69	0.000120800837069267	92.40480938155038	0.003261809	2119514.0	45854305.0	100.0	100.0	0.20987560491866575	45854305.0	47973819	47973819	100.0	94.46	44019629.0	24088601	50.41														
A-2024-0142_I20_S69_1																		52.115690367458726	49.0	150.0	150	27.27272727272727	48242296.0	3.5819699477561895	62.68564659008739	49.0	141.02342091322433	145	18.181818181818183	47607580.0
A-2024-0142_I20_S69_2																	1.5338912416888235	52.15580888503523	50.0	150.0	150	27.27272727272727	48242296.0	3.694587307427462	62.73054755445985	50.0	140.89704872627425	145	18.181818181818183	47607580.0
A-2024-0142_I22_S70	3.3272868465182164e-05	92.82924018173759	0.00303017	3248612.0	74872161.0	100.0	100.0	0.19066632790256982	74872161.0	78120773	78120773	100.0	94.58	46961881.0	39250693	77.08														
A-2024-0142_I22_S70_1																		33.812527451401635	49.0	150.0	150	18.181818181818183	51099958.0	2.9834588257324044	52.34742841784733	49.0	141.05381751825954	145	18.181818181818183	50743477.0
A-2024-0142_I22_S70_2																	1.565391350695184	33.85786394065782	50.0	150.0	150	18.181818181818183	51099958.0	3.1042723402413865	52.35502923680328	50.0	140.91873231312076	145	18.181818181818183	50743477.0
A-2024-0142_I24_S71	3.473772755165543e-05	92.97818621289254	0.003146874	2731074.0	65137288.0	100.0	100.0	0.18752085594966741	65137288.0	67868362	67868362	100.0	95.2	59329034.0	34091842	53.12														
A-2024-0142_I24_S71_1																		51.99377186687498	49.0	150.0	150	27.27272727272727	64039075.0	2.055484750036841	64.88287778100954	49.0	142.35443283177426	145	18.181818181818183	63605335.0
A-2024-0142_I24_S71_2																	1.4409412355111406	51.681985594345036	50.0	150.0	150	27.27272727272727	64039075.0	2.1769066292189843	64.07929868129497	50.0	142.2179636503762	145	18.181818181818183	63605335.0
A-2024-0142_J11_S73	4.665181201200186e-05	92.95883854617904	0.003004006	2702365.0	63335973.0	100.0	100.0	0.19513081452147266	63335973.0	66038338	66038338	100.0	94.89	39875636.0	33164152	76.85														
A-2024-0142_J11_S73_1																		33.345317547845895	49.0	150.0	150	18.181818181818183	44034805.0	3.4263798280974993	50.410713733164485	49.0	141.15377531730724	145	18.181818181818183	43483643.0
A-2024-0142_J11_S73_2																	2.6689737104133617	33.75730541466423	50.0	150.0	150	18.181818181818183	44034805.0	3.565047756169709	50.56251877747051	50.0	140.99303531215173	145	18.181818181818183	43483643.0
A-2024-0142_J13_S74	2.3058681531338108e-05	93.475968455462	0.003153492	1892464.0	48583089.0	100.0	100.0	0.17566194689678954	48583089.0	50475553	50475553	100.0	95.24	30119354.0	25353743	78.12														
A-2024-0142_J13_S74_1																		30.279568351187464	49.0	150.0	150	18.181818181818183	33248843.0	3.726218040750761	46.99362909829411	49.0	141.6065590918274	145	9.090909090909092	32609484.0
A-2024-0142_J13_S74_2																	2.21027723100433	30.19141723776167	51.0	150.0	150	18.181818181818183	33248843.0	3.9225654278846793	46.442621337473476	50.0	141.37582318076545	145	9.090909090909092	32609484.0
A-2024-0142_J15_S75	2.2172901243038183e-05	93.33566964118545	0.003038468	2815387.0	70890653.0	100.0	100.0	0.17879225911489346	70890653.0	73706040	73706040	100.0	95.3	44615050.0	37034488	76.89														
A-2024-0142_J15_S75_1																		33.77406397284243	49.0	150.0	150	18.181818181818183	49051116.0	3.4562121713587723	51.52979082057006	49.0	141.8589652423063	145	18.181818181818183	48160589.0
A-2024-0142_J15_S75_2																	2.0237138295796173	33.72228099084394	50.0	150.0	150	18.181818181818183	49051116.0	3.6155730223169225	51.30275500812485	50.0	141.67670501288927	145	18.181818181818183	48160589.0
A-2024-0142_J17_S76	2.685997702599015e-05	93.13490530583125	0.003087962	2737867.0	66766360.0	100.0	100.0	0.185049776564126	66766360.0	69504227	69504227	100.0	95.09	45376228.0	34920900	71.2														
A-2024-0142_J17_S76_1																		38.19873692765681	49.0	150.0	150	18.181818181818183	50681887.0	4.901041259776788	54.20320901893744	49.0	141.40767979879323	145	18.181818181818183	49143475.0
A-2024-0142_J17_S76_2																	2.1664452910584773	37.934529350762304	51.0	150.0	150	18.181818181818183	50681887.0	5.051439151739991	53.44676387729859	50.0	141.23566876375756	145	18.181818181818183	49143475.0
A-2024-0142_J1_S72	1.3466501773841281e-05	93.30142789196539	0.003042812	2681775.0	66974055.0	100.0	100.0	0.17668185090480187	66974055.0	69655830	69655830	100.0	95.22	39847438.0	34998149	81.29														
A-2024-0142_J1_S72_1																		29.63845210183996	49.0	150.0	150	18.181818181818183	43702084.0	3.550130296161462	48.06975050518156	49.0	141.64271445468557	145	9.090909090909092	42936285.0
A-2024-0142_J1_S72_2																	1.7799280957819246	30.276952164633045	51.0	150.0	150	18.181818181818183	43702084.0	3.69061140551495	48.379616442771244	50.0	141.48245624883475	145	9.090909090909092	42936285.0
A-2024-0142_J3_S77	1.668673455080583e-05	93.23347160827461	0.003160006	2160294.0	53759696.0	100.0	100.0	0.16801434293824874	53759696.0	55919990	55919990	100.0	95.3	35468826.0	28096410	73.31														
A-2024-0142_J3_S77_1																		34.529449746666984	49.0	150.0	150	18.181818181818183	39202703.0	3.8053616547466307	49.92154499005207	49.0	142.1827478232934	145	9.090909090909092	38249643.0
A-2024-0142_J3_S77_2																	1.7991292101732819	34.51235734999108	51.0	150.0	150	18.181818181818183	39202703.0	4.017277214717602	49.59260423395785	51.0	141.93017759669024	145	9.090909090909092	38249643.0
A-2024-0142_J5_S78	4.304049330909229e-05	93.40144355192412	0.003072049	1822964.0	46525141.0	100.0	100.0	0.16620906103218472	46525141.0	48348105	48348105	100.0	95.4	29584526.0	24289626	76.13														
A-2024-0142_J5_S78_1																		32.07159650333146	49.0	150.0	150	18.181818181818183	32532947.0	3.124518427850791	48.593685097416504	49.0	142.2177424929481	145	9.090909090909092	31970806.0
A-2024-0142_J5_S78_2																	2.2228545004464384	31.911182974112535	51.0	150.0	150	18.181818181818183	32532947.0	3.3035371379263503	47.99913491773392	51.0	142.01364976535154	145	9.090909090909092	31970806.0
