Sample	total	rRNA	rRNA_pct	non_rRNA	non_rRNA_pct	rfam-5.8s-database-id98_pct	rfam-5.8s-database-id98_count	rfam-5s-database-id98_pct	rfam-5s-database-id98_count	silva-arc-16s-id95_pct	silva-arc-16s-id95_count	silva-arc-23s-id98_pct	silva-arc-23s-id98_count	silva-bac-16s-id90_pct	silva-bac-16s-id90_count	silva-bac-23s-id98_pct	silva-bac-23s-id98_count	silva-euk-18s-id95_pct	silva-euk-18s-id95_count	silva-euk-28s-id98_pct	silva-euk-28s-id98_count
RSS0001659_1																					
RSS0001659_2	61019134	2712314	4.445022113883163	58306820	95.55497788611683	0.03	18305.7402	0.5	305095.67	0.04	24407.6536	0.3	183057.402	2.17	1324115.2078	0.12	73222.9608	0.43	262382.2762	0.84	512560.72559999995
RSS0001660_1																					
RSS0001660_2	45913794	2464913	5.368567450557451	43448881	94.63143254944255	0.03	13774.1382	0.53	243343.1082	0.05	22956.897	0.34	156106.8996	2.87	1317725.8878	0.13	59687.932199999996	0.5	229568.97	0.92	422406.9048
RSS0001661_1																					
RSS0001661_2	55531190	3731029	6.718798930835086	51800161	93.28120106916491	0.06	33318.714	0.5	277655.95	0.1	55531.19	0.48	266549.712	3.23	1793657.4370000002	0.16	88849.90400000001	0.89	494227.591	1.3	721905.4700000001
RSS0001662_1																					
RSS0001662_2	70767312	4301374	6.078193276579446	66465938	93.92180672342056	0.05	35383.656	0.49	346759.8288	0.08	56613.8496	0.41	290145.97919999994	3.04	2151326.2848	0.15	106150.96800000001	0.74	523678.10880000005	1.12	792593.8944000001
RSS0001663_1																					
RSS0001663_2	49348550	3310320	6.708039040660769	46038230	93.29196095933922	0.03	14804.564999999999	0.49	241807.895	0.06	29609.129999999997	0.36	177654.78	4.12	2033160.26	0.14	69087.97000000002	0.55	271417.025	0.97	478680.935
RSS0001664_1																					
RSS0001664_2	118687634	13390023	11.281733866225693	105297611	88.7182661337743	0.02	23737.5268	0.36	427275.4824	0.05	59343.817	0.33	391669.1922	8.73	10361430.4482	0.15	178031.451	0.6	712125.804	1.04	1234351.3935999998
RSS0001665_1																					
RSS0001665_2	38482468	2664579	6.924137505941667	35817889	93.07586249405834	0.05	19241.234	0.55	211653.57400000002	0.08	30785.974400000003	0.39	150081.6252	4.0	1539298.72	0.14	53875.45520000001	0.7	269377.27599999995	1.02	392521.17360000004
RSS0001666_1																					
RSS0001666_2	63220546	3184276	5.036773962692445	60036270	94.96322603730756	0.02	12644.1092	0.5	316102.73	0.04	25288.2184	0.31	195983.69259999998	2.77	1751209.1242	0.12	75864.6552	0.41	259204.23859999995	0.86	543696.6956
RSS0001667_1																					
RSS0001667_2	63362942	3151281	4.97338175995679	60211661	95.02661824004322	0.03	19008.882599999997	0.47	297805.82739999995	0.05	31681.471	0.36	228106.5912	2.43	1539719.4906000001	0.13	82371.82459999999	0.49	310478.4158	1.0	633629.42
RSS0001668_1																					
RSS0001668_2	54476808	3149048	5.780529578752118	51327760	94.21947042124789	0.04	21790.7232	0.52	283279.4016	0.07	38133.765600000006	0.39	212459.55120000002	2.89	1574379.7512	0.15	81715.212	0.63	343203.8904	1.08	588349.5264
RSS0001669_1																					
RSS0001669_2	47771690	3166523	6.628450867030243	44605167	93.37154913296976	0.07	33440.183000000005	0.53	253189.957	0.1	47771.69	0.49	234081.281	2.98	1423596.362	0.16	76434.704	0.95	453831.055	1.35	644917.8150000001
RSS0001670_1																					
RSS0001670_2	35769524	2387374	6.674324209626049	33382150	93.32567579037395	0.05	17884.762	0.54	193155.4296	0.08	28615.6192	0.44	157385.9056	3.42	1223317.7208	0.16	57231.2384	0.75	268271.43	1.22	436388.19279999996
RSS0001671_1																					
RSS0001671_2	38194082	2221441	5.816191628849726	35972641	94.18380837115028	0.03	11458.2246	0.49	187151.0018	0.05	19097.041	0.33	126040.4706	3.32	1268043.5224	0.12	45832.8984	0.51	194789.8182	0.95	362843.779
RSS0001672_1																					
RSS0001672_2	52646254	3427217	6.509897171411285	49219037	93.49010282858872	0.03	15793.876199999999	0.46	242172.7684	0.06	31587.752399999998	0.38	200055.7652	3.74	1968969.8996000001	0.15	78969.38100000001	0.62	326406.7748	1.07	563314.9178
RSS0001673_1																					
RSS0001673_2	44897464	2351565	5.237634357254565	42545899	94.76236564274544	0.04	17958.9856	0.55	246936.05200000003	0.06	26938.478399999996	0.36	161630.87039999999	2.57	1153864.8247999998	0.13	58366.703199999996	0.54	242446.30560000002	0.99	444484.89359999995
RSS0001674_1																					
RSS0001674_2	67984636	3053935	4.49209583176999	64930701	95.50790416823001	0.03	20395.390799999997	0.52	353520.10719999997	0.05	33992.318	0.32	217550.8352	2.18	1482065.0648	0.12	81581.56319999999	0.41	278737.00759999995	0.87	591466.3332
RSS0001675_1																					
RSS0001675_2	54794878	2692387	4.913574221298568	52102491	95.08642577870144	0.03	16438.463399999997	0.49	268494.9022	0.04	21917.9512	0.29	158905.1462	2.71	1484941.1938	0.11	60274.36580000001	0.41	224658.99979999996	0.83	454797.4874
RSS0001676_1																					
RSS0001676_2	53595570	2603290	4.857285779403036	50992280	95.14271422059697	0.02	10719.114000000001	0.51	273337.407	0.04	21438.228000000003	0.29	155427.153	2.64	1414923.048	0.11	58955.127	0.4	214382.28	0.83	444843.231
RSS0001677_1																					
RSS0001677_2	63402798	2974312	4.69113681702186	60428486	95.30886318297814	0.03	19020.839399999997	0.55	348715.389	0.05	31701.399	0.31	196548.6738	2.33	1477285.1934	0.11	69743.0778	0.45	285312.591	0.86	545264.0628
RSS0001678_1																					
RSS0001678_2	49178922	2714440	5.519519114306735	46464482	94.48048088569327	0.04	19671.5688	0.54	265566.1788	0.07	34425.24540000001	0.39	191797.79580000002	2.59	1273734.0798	0.14	68850.49080000001	0.67	329498.7774	1.09	536050.2498
RSS0001679_1																					
RSS0001679_2	44199258	2052110	4.642860746666833	42147148	95.35713925333317	0.04	17679.7032	0.56	247515.84480000005	0.06	26519.554799999998	0.38	167957.1804	1.85	817686.2730000002	0.14	61878.96120000001	0.57	251935.77059999996	1.04	459672.2832
RSS0001680_1																					
RSS0001680_2	76471448	6495132	8.493538660337647	69976316	91.50646133966235	0.08	61177.1584	0.49	374710.0952	0.14	107060.02720000001	0.62	474122.9776	4.04	3089446.4992	0.22	168237.1856	1.36	1040011.6928000001	1.56	1192954.5888
RSS0001681_1																					
RSS0001681_2	47798806	10323179	21.597148263494283	37475627	78.40285173650572	0.48	229434.2688	0.46	219874.50759999998	0.61	291572.7166	2.74	1309687.2844	2.79	1333586.6874000002	0.92	439749.01519999997	5.08	2428179.3448	8.51	4067678.3905999996
RSS0001682_1																					
RSS0001682_2	63976526	5665512	8.855610571915081	58311014	91.14438942808492	0.07	44783.56820000001	0.52	332677.9352	0.11	70374.1786	0.47	300689.6722	5.28	3377960.5728	0.17	108760.0942	0.99	633367.6074	1.24	793308.9223999999
RSS0001683_1																					
RSS0001683_2	61707470	3020098	4.89421783132577	58687372	95.10578216867424	0.03	18512.240999999998	0.48	296195.85599999997	0.05	30853.735	0.33	203634.651	2.47	1524174.5090000003	0.12	74048.96399999999	0.47	290025.10899999994	0.93	573879.471
RSS0001684_1																					
RSS0001684_2	56781288	2533543	4.4619329522782225	54247745	95.53806704772178	0.02	11356.2576	0.49	278228.3112	0.04	22712.5152	0.29	164665.7352	2.32	1317325.8816	0.11	62459.416800000006	0.4	227125.152	0.8	454250.304
RSS0001685_1																					
RSS0001685_2	50623558	2364651	4.671048605473365	48258907	95.32895139452664	0.02	10124.7116	0.49	248055.4342	0.04	20249.4232	0.28	141745.96240000002	2.56	1295963.0848	0.11	55685.9138	0.37	187307.16460000002	0.8	404988.46400000004
RSS0001686_1																					
RSS0001686_2	51652090	2526481	4.891343215734349	49125609	95.10865678426566	0.03	15495.626999999999	0.49	253095.24099999998	0.06	30991.253999999997	0.33	170451.897	2.35	1213824.115	0.12	61982.507999999994	0.57	294416.91299999994	0.94	485529.64599999995
RSS0001687_1																					
RSS0001687_2	47784040	2031292	4.250984219835744	45752748	95.74901578016426	0.03	14335.212	0.52	248477.008	0.04	19113.616	0.31	148130.524	1.92	917453.568	0.12	57340.848	0.44	210249.776	0.88	420499.552
RSS0001688_1																					
RSS0001688_2	51676346	2907483	5.626332403610735	48768863	94.37366759638927	0.03	15502.903799999998	0.53	273884.6338	0.07	36173.442200000005	0.39	201537.7494	2.73	1410764.2458000001	0.15	77514.519	0.66	341063.8836	1.06	547769.2676
RSS0001689_1																					
RSS0001689_2	54873258	2562247	4.669391053835367	52311011	95.33060894616463	0.03	16461.9774	0.52	285340.94159999996	0.05	27436.629	0.34	186569.0772	2.2	1207211.6760000002	0.12	65847.9096	0.49	268878.9642	0.92	504833.97359999997
RSS0001690_1																					
RSS0001690_2	70220172	3505596	4.992291958498763	66714576	95.00770804150123	0.03	21066.0516	0.5	351100.86	0.04	28088.0688	0.32	224704.5504	2.69	1888922.6268	0.12	84264.2064	0.41	287902.70519999997	0.89	624959.5308
RSS0001691_1																					
RSS0001691_2	63243528	2629552	4.1578199116279535	60613976	95.84218008837205	0.03	18973.058399999998	0.49	309893.28719999996	0.05	31621.764	0.35	221352.34799999997	1.69	1068815.6231999998	0.13	82216.5864	0.47	297244.5816	0.95	600813.516
RSS0001692_1																					
RSS0001692_2	62095390	3050054	4.911884763103992	59045336	95.08811523689602	0.03	18628.617	0.5	310476.95	0.05	31047.695	0.32	198705.24800000002	2.55	1583432.4449999998	0.12	74514.468	0.45	279429.255	0.89	552648.971
RSS0001693_1																					
RSS0001693_2	73462810	2884831	3.92692710774336	70577979	96.07307289225663	0.02	14692.562	0.51	374660.331	0.04	29385.124	0.31	227734.71099999998	1.65	1212136.365	0.12	88155.37199999999	0.38	279158.678	0.89	653819.009
RSS0001694_1																					
RSS0001694_2	49519302	2505455	5.059552333754624	47013847	94.94044766624538	0.03	14855.790599999998	0.51	252548.4402	0.05	24759.651	0.31	153509.8362	2.66	1317213.4332	0.12	59423.162399999994	0.48	237692.64959999998	0.9	445673.71800000005
RSS0001695_1																					
RSS0001695_2	46327004	2366024	5.107224287588293	43960980	94.8927757124117	0.04	18530.801600000003	0.54	250165.82160000002	0.07	32428.902800000003	0.37	171409.9148	2.29	1060888.3916	0.14	64857.80560000001	0.63	291860.1252	1.03	477168.1412
RSS0001696_1																					
RSS0001696_2	56818476	2680128	4.7170008572563615	54138348	95.28299914274363	0.04	22727.3904	0.5	284092.38	0.07	39772.93320000001	0.4	227273.904	1.85	1051141.806	0.15	85227.714	0.65	369320.09400000004	1.06	602275.8456
RSS0001697_1																					
RSS0001697_2	68260030	2849063	4.17383789605718	65410967	95.82616210394282	0.03	20478.009	0.48	327648.144	0.04	27304.012000000002	0.31	211606.093	1.91	1303766.5729999999	0.12	81912.036	0.42	286692.126	0.88	600688.2640000001
RSS0001698_1																					
RSS0001698_2	60786454	3257893	5.3595707359406095	57528561	94.64042926405939	0.06	36471.8724	0.49	297853.6246	0.09	54707.8086	0.48	291774.9792	2.02	1227886.3708	0.17	103336.97180000001	0.77	468055.6958	1.28	778066.6112
RSS0001699_1																					
RSS0001699_2	61381722	2527998	4.118486607462723	58853724	95.88151339253727	0.02	12276.3444	0.47	288494.09339999995	0.04	24552.6888	0.29	178006.9938	2.01	1233772.6121999999	0.11	67519.89420000001	0.36	220974.1992	0.81	497191.9482000001
RSS0001700_1																					
RSS0001700_2	73418916	5725317	7.798149730241182	67693599	92.20185026975882	0.06	44051.349599999994	0.53	389120.2548	0.11	80760.8076	0.47	345068.9051999999	4.29	3149671.4964	0.18	132154.0488	0.91	668112.1356	1.26	925078.3416
RSS0001701_1																					
RSS0001701_2	56444642	4291736	7.603442679289205	52152906	92.3965573207108	0.11	62089.1062	0.51	287867.6742	0.17	95955.89140000001	0.8	451557.136	2.09	1179693.0177999998	0.24	135467.1408	1.59	897469.8078000001	2.09	1179693.0177999998
RSS0001702_1																					
RSS0001702_2	60116904	3955442	6.579583672505823	56161462	93.42041632749418	0.07	42081.832800000004	0.55	330642.972	0.12	72140.2848	0.51	306596.21040000004	2.73	1641191.4792000002	0.18	108210.42719999999	1.09	655274.2536	1.33	799554.8232000001
RSS0001703_1																					
RSS0001703_2	47271182	2242989	4.744939527850182	45028193	95.25506047214982	0.03	14181.354599999999	0.52	245810.1464	0.05	23635.591	0.33	155994.9006	2.31	1091964.3042	0.12	56725.418399999995	0.48	226901.67359999998	0.91	430167.7562
RSS0001704_1																					
RSS0001704_2	61756036	3228079	5.227147351232194	58527957	94.77285264876781	0.03	18526.8108	0.5	308780.18	0.06	37053.6216	0.37	228497.33320000002	2.58	1593305.7288	0.14	86458.45040000002	0.56	345833.80160000006	1.0	617560.36
RSS0001706_1																					
RSS0001706_2	63478024	3890090	6.128246840197798	59587934	93.87175315980221	0.04	25391.209600000002	0.51	323737.92240000004	0.06	38086.814399999996	0.36	228520.8864	3.44	2183644.0256	0.13	82521.43119999999	0.62	393563.7488	0.97	615736.8328
RSS0001707_1																					
RSS0001707_2	66205298	4430569	6.692166841390851	61774729	93.30783315860916	0.05	33102.649	0.5	331026.49	0.09	59584.7682	0.43	284682.7814	3.5	2317185.43	0.17	112549.00660000001	0.76	503160.2648	1.2	794463.576
RSS0001708_1																					
RSS0001708_2	75511706	7946110	10.523017451095596	67565596	89.4769825489044	0.11	83062.8766	0.47	354905.01819999993	0.18	135921.0708	0.65	490826.08900000004	5.54	4183348.5124	0.24	181228.09439999997	1.58	1193084.9548000002	1.75	1321454.8550000002
RSS0001709_1																					
RSS0001709_2	62716730	2856453	4.554531143444501	59860277	95.44546885655551	0.03	18815.018999999997	0.48	301040.30399999995	0.05	31358.365	0.34	213236.882	2.17	1360953.041	0.13	81531.749	0.45	282225.28500000003	0.93	583265.589
RSS0001710_1																					
RSS0001710_2	57418406	3261234	5.679771047632356	54157172	94.32022895236764	0.06	34451.0436	0.49	281350.1894	0.09	51676.5654	0.46	264124.6676	2.33	1337848.8598	0.17	97611.2902	0.81	465089.0886000001	1.27	729213.7562
RSS0001711_1																					
RSS0001711_2	62156962	2989169	4.809065475239926	59167793	95.19093452476007	0.04	24862.7848	0.48	298353.4176	0.06	37294.1772	0.38	236196.4556	2.11	1311511.8982	0.14	87019.74680000001	0.59	366726.0758	1.01	627785.3162
RSS0001712_1																					
RSS0001712_2	64389560	5247562	8.149709362822172	59141998	91.85029063717782	0.07	45072.69200000001	0.47	302630.932	0.11	70828.516	0.51	328386.75600000005	4.34	2794506.904	0.19	122340.164	1.07	688968.2920000001	1.4	901453.8399999999
RSS0001713_1																					
RSS0001713_2	68818970	5429524	7.889574633273355	63389446	92.11042536672664	0.11	75700.867	0.5	344094.85000000003	0.17	116992.24900000001	0.77	529906.069	2.67	1837466.4989999998	0.25	172047.42500000002	1.5	1032284.5499999999	1.92	1321324.224
RSS0001714_1																					
RSS0001714_2	68762360	3479877	5.060729445586219	65282483	94.93927055441378	0.04	27504.944	0.52	357564.272	0.07	48133.65200000001	0.39	268173.204	2.25	1547153.0999999999	0.14	96267.30400000002	0.6	412574.16000000003	1.06	728881.016
RSS0001717_1																					
RSS0001717_2	65261190	2613336	4.004425907648941	62647854	95.99557409235105	0.03	19578.357	0.46	300201.474	0.05	32630.595	0.35	228414.16499999998	1.59	1037652.9210000001	0.12	78313.428	0.46	300201.474	0.95	619981.3049999999
RSS0001718_1																					
RSS0001718_2	66031930	3393503	5.139184936741968	62638427	94.86081506325803	0.04	26412.772	0.51	336762.84300000005	0.07	46222.35100000001	0.39	257524.52700000003	2.26	1492321.618	0.15	99047.895	0.64	422604.352	1.09	719748.037
RSS0001719_1																					
RSS0001719_2	55697754	2835171	5.090278864745605	52862583	94.9097211352544	0.04	22279.1016	0.48	267349.2192	0.07	38988.427800000005	0.4	222791.016	2.24	1247629.6896000002	0.14	77976.85560000001	0.65	362035.401	1.07	595965.9678000001
RSS0001720_1																					
RSS0001720_2	53649274	2451242	4.569012434352793	51198032	95.4309875656472	0.03	16094.782199999998	0.48	257516.51519999997	0.05	26824.637	0.36	193137.3864	2.0	1072985.48	0.13	69744.05619999999	0.55	295071.00700000004	0.96	515033.03039999993
RSS0001721_1																					
RSS0001721_2	53586720	2735051	5.1039716556639405	50851669	94.89602834433606	0.04	21434.688000000002	0.52	278650.94399999996	0.06	32152.031999999996	0.39	208988.208	2.33	1248570.5760000001	0.14	75021.40800000001	0.58	310802.97599999997	1.04	557301.8879999999
RSS0001722_1																					
RSS0001722_2	65387966	3090709	4.726724486276266	62297257	95.27327551372373	0.03	19616.389799999997	0.5	326939.83	0.06	39232.779599999994	0.37	241935.4742	2.1	1373147.286	0.13	85004.35579999999	0.53	346556.2198	1.01	660418.4565999999
RSS0001723_1																					
RSS0001723_2	61221290	24412362	39.87560863222582	36808928	60.12439136777419	0.66	404060.514	0.32	195908.128	1.12	685678.4480000001	4.96	3036575.9839999997	10.47	6409869.063	1.34	820365.2860000001	9.28	5681335.711999999	11.72	7175135.188000001
RSS0001724_1																					
RSS0001724_2	81370774	8430112	10.360122665172142	72940662	89.63987733482786	0.13	105782.00619999999	0.47	382442.63779999997	0.22	179015.7028	0.79	642829.1146000001	4.58	3726781.4492	0.26	211564.01239999998	1.92	1562318.8608	1.99	1619278.4026000001
RSS0001725_1																					
RSS0001725_2	64451422	2945106	4.569497318461027	61506316	95.43050268153898	0.04	25780.5688	0.48	309366.8256	0.07	45115.99540000001	0.4	257805.688	1.71	1102119.3162	0.14	90231.99080000001	0.65	418934.243	1.08	696075.3576
RSS0001726_1																					
RSS0001726_2	51939244	2203538	4.242529983686324	49735706	95.75747001631368	0.04	20775.6976	0.48	249308.37119999997	0.06	31163.546399999996	0.39	202563.0516	1.51	784282.5844	0.15	77908.866	0.59	306441.5396	1.02	529780.2888
RSS0001727_1																					
RSS0001727_2	60467072	2323347	3.842334221177437	58143725	96.15766577882256	0.03	18140.1216	0.48	290241.9456	0.06	36280.2432	0.34	205588.0448	1.33	804212.0576000001	0.13	78607.1936	0.54	326522.1888	0.94	568390.4768
RSS0001728_1																					
RSS0001728_2	54087326	2335934	4.318819532694222	51751392	95.68118046730578	0.03	16226.197799999998	0.47	254210.43219999995	0.05	27043.663	0.35	189305.64099999997	1.85	1000615.5310000002	0.13	70313.5238	0.48	259619.16479999997	0.96	519238.32959999994
RSS0001729_1																					
RSS0001729_2	69368618	5597850	8.069715328623097	63770768	91.93028467137691	0.08	55494.894400000005	0.5	346843.09	0.14	97116.06520000001	0.64	443959.15520000004	3.56	2469522.8008	0.22	152610.9596	1.23	853234.0014000001	1.7	1179266.506
RSS0001730_1																					
RSS0001730_2	93355970	12300544	13.17595864517288	81055426	86.82404135482712	0.22	205383.13400000002	0.46	429437.462	0.37	345417.08900000004	1.11	1036251.267	4.77	4453079.768999999	0.35	326745.89499999996	3.09	2884699.4729999998	2.81	2623302.757
RSS0001731_1																					
RSS0001731_2	58202380	3088331	5.306193664245345	55114049	94.69380633575466	0.05	29101.190000000002	0.52	302652.376	0.08	46561.904	0.46	267730.948	2.09	1216429.7419999999	0.17	98944.046	0.74	430697.612	1.2	698428.56
RSS0001732_1																					
RSS0001732_2	79790676	10517432	13.18127947681506	69273244	86.81872052318495	0.18	143623.2168	0.48	382995.2448	0.29	231392.96039999998	1.29	1029299.7204	4.77	3806015.2451999993	0.42	335120.8392	2.42	1930934.3591999998	3.34	2665008.5784
RSS0001733_1																					
RSS0001733_2	63661290	2849891	4.476646640368111	60811399	95.5233533596319	0.03	19098.387	0.49	311940.321	0.06	38196.774	0.35	222814.51499999998	1.96	1247761.284	0.13	82759.677	0.53	337404.837	0.94	598416.1259999999
RSS0001734_1																					
RSS0001734_2	57335414	2688023	4.688242069726749	54647391	95.31175793027326	0.04	22934.1656	0.48	275209.9872	0.07	40134.789800000006	0.4	229341.65600000002	1.88	1077905.7832	0.15	86003.121	0.62	355479.5668	1.05	602021.8470000001
RSS0001735_1																					
RSS0001735_2	58656276	2505585	4.271640088436572	56150691	95.72835991156343	0.04	23462.510400000003	0.49	287415.7524	0.06	35193.7656	0.37	217028.2212	1.64	961962.9263999999	0.13	76253.15879999999	0.56	328475.14560000005	0.99	580697.1324
RSS0001736_1																					
RSS0001736_2	51802168	2699187	5.210567634929874	49102981	94.78943236507013	0.04	20720.8672	0.52	269371.2736	0.07	36261.51760000001	0.42	217569.10559999998	2.23	1155188.3464	0.16	82883.4688	0.63	326353.6584	1.14	590544.7152
RSS0001737_1																					
RSS0001737_2	63302864	3274775	5.173186161055841	60028089	94.82681383894416	0.05	31651.432	0.5	316514.32	0.09	56972.5776	0.51	322844.60640000005	1.76	1114130.4064	0.18	113945.1552	0.79	500092.6256	1.29	816606.9456
RSS0001738_1																					
RSS0001738_2	67326432	3162510	4.697278477493059	64163922	95.30272152250694	0.05	33663.216	0.51	343364.8032	0.08	53861.1456	0.43	289503.6576	1.61	1083955.5552	0.15	100989.648	0.72	484750.31039999996	1.14	767521.3248
RSS0001739_1																					
RSS0001739_2	62329592	3948673	6.335149763213595	58380919	93.6648502367864	0.05	31164.796000000002	0.49	305415.0008	0.09	56096.6328	0.46	286716.1232	3.08	1919751.4336	0.17	105960.3064	0.78	486170.8176	1.22	760421.0223999999
RSS0001740_1																					
RSS0001740_2	55720402	3326066	5.969206754825638	52394336	94.03079324517437	0.07	39004.28140000001	0.52	289746.0904	0.11	61292.442200000005	0.64	356610.5728	1.86	1036399.4772000001	0.21	117012.84419999999	0.96	534915.8592	1.6	891526.432
RSS0001741_1																					
RSS0001741_2	62796822	2720073	4.3315456314015375	60076749	95.66845436859846	0.04	25118.7288	0.49	307704.4278	0.06	37678.093199999996	0.39	244907.60580000002	1.61	1011028.8341999999	0.14	87915.55080000001	0.57	357941.88539999997	1.04	653086.9488
RSS0001742_1																					
RSS0001742_2	55206700	2512575	4.551213892516669	52694125	95.44878610748333	0.04	22082.68	0.5	276033.5	0.07	38644.69	0.41	226347.46999999997	1.65	910910.55	0.15	82810.05	0.64	353322.88	1.09	601753.03
RSS0001743_1																					
RSS0001743_2	56062000	2200499	3.9251168349327528	53861501	96.07488316506725	0.03	16818.6	0.46	257885.19999999998	0.05	28031.0	0.34	190610.80000000002	1.51	846536.2000000001	0.12	67274.4	0.49	274703.8	0.91	510164.2
RSS0001744_1																					
RSS0001744_2	54125554	2427169	4.484331005646612	51698385	95.51566899435339	0.02	10825.1108	0.48	259802.65919999997	0.03	16237.666199999998	0.26	140726.4404	2.47	1336901.1838000002	0.12	64950.66479999999	0.36	194851.9944	0.75	405941.65499999997
RSS0001745_1																					
RSS0001745_2	70663142	9967084	14.105067674460328	60696058	85.89493232553967	0.22	155458.9124	0.46	325050.4532	0.39	275586.2538	1.45	1024615.5589999999	4.08	2883056.1936000003	0.46	325050.4532	3.41	2409613.1421999997	3.62	2558005.7404
RSS0001746_1																					
RSS0001746_2	39382776	2265569	5.752689957660679	37117207	94.24731004233932	0.06	23629.665599999997	0.52	204790.43519999998	0.1	39382.776	0.52	204790.43519999998	2.12	834914.8512	0.18	70888.9968	0.87	342630.15119999996	1.37	539544.0312
RSS0001747_1																					
RSS0001747_2	101303010	19659573	19.40670173571348	81643437	80.59329826428652	0.29	293778.729	0.4	405212.04000000004	0.46	465993.846	1.56	1580326.956	8.15	8256195.315	0.48	486254.448	4.19	4244596.119000001	3.87	3920426.4869999997
RSS0001748_1																					
RSS0001748_2	69811074	5436773	7.787837499821304	64374301	92.21216250017869	0.09	62829.9666	0.48	335093.1552	0.15	104716.611	0.67	467734.1958	3.13	2185086.6162	0.22	153584.3628	1.32	921506.1768	1.73	1207731.5802
RSS0001749_1																					
RSS0001749_2	71690392	5589878	7.797248479266232	66100514	92.20275152073377	0.08	57352.3136	0.46	329775.80319999997	0.14	100366.54880000002	0.65	465987.54800000007	3.32	2380121.0144	0.22	157718.8624	1.25	896129.9	1.68	1204398.5855999999
RSS0001750_1																					
RSS0001750_2	45117412	3768221	8.352032691946071	41349191	91.64796730805392	0.1	45117.412000000004	0.49	221075.31879999998	0.17	76699.60040000001	0.79	356427.55480000004	2.9	1308404.9479999999	0.26	117305.27119999999	1.58	712855.1096000001	2.07	933930.4284
RSS0001751_1																					
RSS0001751_2	63397894	5344198	8.429614396970347	58053696	91.57038560302966	0.13	82417.2622	0.42	266271.15479999996	0.21	133135.57739999998	1.0	633978.9400000001	1.84	1166521.2496	0.28	177514.1032	2.05	1299656.8269999998	2.51	1591287.1393999998
RSS0001752_1																					
RSS0001752_2	91794916	4908309	5.347037955783956	86886607	94.65296204421604	0.02	18358.983200000002	0.41	376359.15559999994	0.03	27538.474799999996	0.26	238666.7816	3.34	3065950.1944	0.12	110153.89919999999	0.37	339641.1892	0.79	725179.8364
RSS0001753_1																					
RSS0001753_2	61574394	3161237	5.134012362346595	58413157	94.8659876376534	0.03	18472.318199999998	0.5	307871.97000000003	0.04	24629.7576	0.31	190880.6214	2.82	1736397.9108	0.12	73889.27279999999	0.43	264769.8942	0.88	541854.6672
RSS0001754_1																					
RSS0001754_2	60352968	3705048	6.138965692623435	56647920	93.86103430737657	0.04	24141.1872	0.52	313835.4336	0.06	36211.7808	0.37	223305.9816	3.43	2070106.8024000002	0.14	84494.15520000001	0.56	337976.62080000003	1.02	615600.2736000001
RSS0001755_1																					
RSS0001755_2	47717518	2341391	4.90677448898327	45376127	95.09322551101673	0.03	14315.255399999998	0.54	257674.59720000002	0.05	23858.759000000002	0.35	167011.313	2.34	1116589.9211999997	0.13	62032.7734	0.48	229044.08639999997	0.98	467631.6764
RSS0001756_1																					
RSS0001756_2	42155160	2234530	5.300727123322506	39920630	94.6992728766775	0.03	12646.547999999999	0.58	244499.92799999999	0.05	21077.58	0.33	139112.028	2.8	1180344.48	0.13	54801.708	0.45	189698.22000000003	0.93	392042.988
RSS0001757_1																					
RSS0001757_2	49583166	3137127	6.327000175825804	46446039	93.6729998241742	0.06	29749.899599999997	0.54	267749.09640000004	0.11	54541.4826	0.5	247915.83000000002	2.67	1323870.5322	0.18	89249.6988	0.89	441290.1774	1.37	679289.3742
RSS0001758_1																					
RSS0001758_2	56459380	3487211	6.176495384823567	52972169	93.82350461517643	0.05	28229.690000000002	0.5	282296.9	0.08	45167.504	0.43	242775.334	3.05	1722011.0899999999	0.16	90335.008	0.72	406507.53599999996	1.19	671866.622
RSS0001759_1																					
RSS0001759_2	50956396	3465897	6.801691783696791	47490499	93.1983082163032	0.07	35669.47720000001	0.55	280260.178	0.11	56052.0356	0.52	264973.2592	2.94	1498118.0424	0.19	96817.1524	0.92	468798.8432	1.5	764345.94
RSS0001760_1																					
RSS0001760_2	74016418	6655206	8.991526717761458	67361212	91.00847328223854	0.03	22204.925399999996	0.4	296065.672	0.06	44409.85079999999	0.37	273860.7466	6.27	4640829.4086	0.16	118426.2688	0.62	458901.7916	1.08	799377.3144
RSS0001761_1																					
RSS0001761_2	46654494	2745525	5.8848028659361304	43908969	94.11519713406386	0.03	13996.348199999999	0.56	261265.16640000005	0.06	27992.696399999997	0.36	167956.1784	3.23	1506940.1562	0.14	65316.29160000001	0.52	242603.3688	0.98	457214.0412
RSS0001762_1																					
RSS0001762_2	56332710	3221433	5.718583394976028	53111277	94.28141660502398	0.04	22533.084000000003	0.48	270397.008	0.06	33799.626	0.37	208431.027	3.03	1706881.113	0.14	78865.79400000001	0.57	321096.447	1.02	574593.642
RSS0001763_1																					
RSS0001763_2	55436316	3461552	6.244195591929305	51974764	93.7558044080707	0.03	16630.8948	0.49	271637.9484	0.04	22174.526400000002	0.31	171852.5796	3.94	2184190.8504	0.13	72067.2108	0.42	232832.52719999998	0.89	493383.2124
RSS0001764_1																					
